x1,y1,z1,phix1,phiy1,phiz1,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
1.0940808750468052,-0.39002584234376964,1.1791486049340918,1.085675593100571,-0.10624175893178187,2.711635514358771,0.978659833961018,-0.0047215240385298785,-0.6303118492909112,0.19208212371050504,-0.18940642078584347,0.5342981588251172
1.0232752171585846,-0.2959673006211352,1.214252967230719,1.0615421104563982,-0.4093847721469809,2.6043850715837644,1.012319712231374,0.18784477396735966,-1.0936628886796136,0.044478755074917053,-0.06891407637684033,1.2617172482382442
0.8841765095487838,-0.1616793412611232,1.419822594342896,-1.416301430745186,-1.422393187562383,-1.4144031186558954,1.0325621141693055,0.14658274501573487,-1.2800707111176362,0.5790626860066119,0.18815249528603228,2.220692467690487
0.9670635911260873,-0.20373410557542726,1.294550685276931,0.6788002208746672,-1.1463194892821802,2.9158367782199828,1.0506239822762167,0.35303147319400363,-1.3229624620614677,-0.5768564686085824,0.13260984804811038,2.7044438367851438
1.0140781381208945,-0.18755522435396732,1.2933350559963348,-0.4744070944145702,-1.167507850055399,-2.1526491385120914,1.1010420936525858,0.3861402187026588,-1.211970972857043,-0.7186801037318107,0.4023368225322681,3.0652634313542197
1.0368169305889843,-0.27760282338192044,1.1333862692683476,0.9061603107418581,-0.30416556906325576,2.614460204085326,1.0169319248813968,0.46234819193022414,-1.3423114595657584,-0.6710196551568721,0.09381147268650025,1.8479462197299235
0.9180415668699761,-0.18028563047621765,1.1925431306056964,0.6523454289765117,-0.9252518352015557,2.792032454751005,1.028803542388669,0.4805350175684566,-1.5377680888874004,-0.10558967371815964,0.22856804561815824,2.0999331339163305
0.9611170876185948,0.0009537896696824588,1.2047310044526696,-0.12004971549139265,-1.009443962081905,-3.0412619194101995,1.2095887668816863,0.5130027010139395,-1.5680803526767342,0.27970205065811804,0.7573218263542634,1.9161568187676146
0.9969237288401351,-0.05178644538262883,1.1627765633363594,-0.30242193955744456,-0.8564577240579792,-2.656024608039604,1.1911762700821198,0.5959931376398844,-1.4672008523666262,-0.29191256115997444,0.760682568155552,2.3727219620130366
0.9744897946584847,0.007489654647987745,1.0500419017025622,-0.2500815416391067,-0.7084593049842023,-2.8455329194411463,1.2345641621929175,0.7886596070578102,-1.5979407635736695,-0.3514268698112799,0.9066212306818304,2.170089324330128
0.9930172971786009,0.00709834865571124,1.099550072555402,-0.873046365183197,-0.024446155757132715,-1.7069558583746607,1.39346257299969,0.7439063294747692,-1.3872682529396192,-0.622542118000764,1.5357042768772082,3.1656600994175714
1.018816294244188,0.2634862688523386,1.2970630718568164,-1.2398270145055712,-0.6143955586615539,-2.541611010358733,1.587505787516541,0.49824595043050657,-1.49923197328315,0.2742031721290026,1.8463253691505805,2.0496069889806665
0.9097911848623212,0.19053627934463113,1.3179789748588233,-1.1934603120825977,-0.9448216888097711,-2.3631044297563135,1.449984957161706,0.4697388413244221,-1.7034272692359815,0.7322236440679015,1.4214262746735837,2.0453060953129945
0.9847319130330454,0.14349196634360706,1.5388957541666466,-1.9462848189884263,-0.3425792693476435,-1.9188036312530825,1.5149069273638194,0.11534152950835352,-1.2952767273619683,0.9949937756195073,1.7943345049129888,2.7438039581388654
1.0210719580422967,0.29258813496310443,1.5117028451955377,-1.8544895003426942,0.0021914395060642633,-2.396345636322098,1.7447385034194483,0.11716398446815912,-1.0978088877593741,0.48653991088769644,2.51175168621627,2.7255358506771077
1.051880994679184,0.3272726441274132,1.578394792224922,-2.209464529793931,0.7286557346033322,-2.9149155980312567,1.8235456765111753,0.017823665227894026,-0.7696867424227971,-1.2039654218573679,3.2000005397256994,1.907240392335742
1.0484086007070414,0.3836789975028423,1.3006969851736838,-1.4021886803553303,0.264303317315997,-2.5132202994974895,1.7852978747221897,0.4472961861007434,-1.1426378621411075,-0.6663626742061712,2.4182695151408042,2.189301942070729
1.087665208051416,0.2855073547194612,1.0971105813104878,-0.9009434625740806,0.3363635422988227,-2.2357822145638813,1.6563976823488193,0.5696074744654238,-0.9813025790693057,-1.1291583319074805,2.0399145129253116,2.447622502444364
0.9774982291996874,-0.16115164673960514,1.286545160448533,1.2677181900563994,0.19170388727266474,2.0238319828365716,1.1805427485500557,0.4429572616135813,-1.5245925311969737,-1.6999736147184308,-0.8114327268045951,2.6815689526880617
0.95943471031035,-0.2917963325094193,1.5186169645266008,2.675755045798383,1.2274341431398277,-2.933728983865663,1.1352093930021772,0.29016200327979647,-1.5391446136436198,-1.500541766966525,-1.0682237215233839,1.3301459818191854
0.9627120278391798,-0.17691934092810274,1.4013045697497046,1.5418647742376916,-0.00951338512493655,2.094577763696092,1.1695594904591262,0.20745249359638063,-1.3815953541708774,-1.1826227996653174,-0.8100581797697357,2.5415837461733344
1.0196572451666663,-0.20568821915676888,1.4270539403609543,1.5414285809103374,-0.9137961494558117,2.1992284717146964,1.105253595059093,0.03832297266420159,-0.9812528267329261,-0.7351645880224797,-0.3191155937480641,2.6609722373762534
0.9307462330323294,-0.22055515177975654,1.5003120667762258,1.8759214538821114,-1.0888922563178074,1.8059510439709427,1.0439186633394586,0.003819663622254943,-1.0932034718587609,-0.4717618100343648,-0.36212124750442776,2.798539134117942
1.0455353272855707,-0.24144922219017778,1.6893750553344367,3.1086831294115567,0.8485298204633,-2.453567246479113,1.2240409906875307,-0.011388004679200314,-1.1976831679906201,-1.2944666710684816,-1.2707092863488576,0.9254413555723553
0.9931519720160903,0.0037361766109964695,1.7488455421645814,-2.474224567991521,-0.472755821067826,-1.1533455323345092,1.2628173282740107,0.07354463895098817,-1.3246321984757916,-1.5413248307008702,-1.0313834060927496,-0.6897325855751739
0.9579648633583282,0.13152532572947045,1.6917808823218972,-2.60435968516593,-0.8784032152735097,-1.0538041253162644,1.378341433810843,0.13070497389212576,-1.4281987463632966,-1.5368559814281637,-1.245917541218497,-1.0422674503193021
0.97455891075011,0.004199518688469683,1.7036943480512743,3.127466087058405,-0.9407724584879116,-0.02669215145802184,1.216535909951685,-0.058619158527883464,-1.1338161021981588,-1.1449644093151399,-0.7688646133563415,-1.854565361895078
0.8641797078446438,0.007508657341108185,1.5865260125917082,1.9900347307228787,-0.7085952915063657,1.3060162850427592,1.246456026291285,0.002215828942583542,-1.35462705260617,-0.9054527469799325,-0.9580185875980023,-2.7625641665439153
0.9339713170379371,-0.11486159020341585,1.4324882364613714,1.5818883813012532,-0.5734776919592084,1.8941409215754597,1.1601686609834267,0.1899254064321596,-1.3680946910087126,-1.1380056331965145,-0.6734748047096657,-3.1954923013496708
